HCPCS Code,Rate
V5160,$297.29
V5170,$876.57
V5180,$845.94
V5190,$609.77
V5200,$197.12
V5210,$905.72
V5220,$917.39
V5230,$788.88
V5240,$284.25
V5241,$208.84
V5242,$310.53
V5243,$370.40
V5244,$445.15
V5245,$436.67
V5246,$688.15
V5247,$724.16
V5248,$630.76
V5249,$772.25
V5250,$902.81
V5251,$885.83
V5252,"$1,169.54"
V5253,"$1,161.91"
V5254,$562.56
V5255,$764.17
V5256,$686.32
V5257,$666.12
V5258,"$1,569.12"
V5259,"$1,540.83"
V5260,"$1,378.89"
V5261,"$1,206.16"
V5262,$350.00
V5263,$700.00
V5264,$35.16
V5265,$34.25
V5266,$2.09
V5267,$24.73
V5336,$150.00
Y2032,$375.00
Y9167,$4.00
